Date,Open,High,Low,Close,Adj Close,Volume
2022-07-22,62.209999,63.200001,61.509998,62.180000,61.506699,2829100
2022-07-25,62.000000,62.080002,60.950001,61.389999,60.725254,2415500
2022-07-26,61.189999,61.209999,60.279999,60.770000,60.111969,2388800
2022-07-27,61.040001,62.360001,60.330002,62.029999,61.358326,3903900
2022-07-28,62.330002,63.400002,61.750000,63.310001,62.624466,3110000
2022-07-29,63.360001,64.199997,62.820000,64.000000,63.306995,2394500
2022-08-01,63.919998,64.800003,63.310001,64.430000,63.732338,2580200
2022-08-02,63.980000,63.980000,62.430000,62.459999,61.783669,2415800
2022-08-03,62.810001,63.220001,61.980000,62.830002,62.149662,2074500
2022-08-04,62.650002,64.220001,62.590000,63.919998,63.227859,2104000
2022-08-05,63.240002,64.199997,62.709999,64.120003,63.425697,2861200
2022-08-08,64.459999,65.730003,64.459999,64.870003,64.167564,2297200
2022-08-09,64.120003,64.279999,62.500000,62.740002,62.060642,2063200
2022-08-10,64.209999,65.480003,64.139999,64.919998,64.217033,3256400
2022-08-11,65.410004,66.550003,65.339996,65.459999,64.751183,2626300
2022-08-12,65.669998,66.739998,65.550003,66.699997,65.977753,2101200
2022-08-15,66.400002,66.910004,66.000000,66.769997,66.046989,1592900
2022-08-16,66.209999,68.059998,66.089996,67.449997,66.719635,2256900
2022-08-17,66.500000,66.949997,65.930000,66.330002,65.611763,2184100
2022-08-18,66.510002,66.690002,66.110001,66.589996,65.868935,1092800
2022-08-19,65.879997,66.019997,64.349998,64.669998,63.969734,2381400
2022-08-22,63.740002,63.990002,62.889999,62.959999,62.278255,2326200
2022-08-23,63.090000,63.599998,62.619999,62.770000,62.090309,2648300
2022-08-24,62.590000,63.730000,62.180000,63.240002,62.555225,1952500
2022-08-25,63.389999,64.470001,63.189999,64.370003,63.672981,2200100
2022-08-26,64.330002,64.519997,61.360001,61.389999,60.725254,3954100
2022-08-29,60.810001,61.639999,60.660000,61.000000,60.339478,2088000
2022-08-30,61.360001,61.709999,60.220001,60.540001,59.884457,3786900
2022-08-31,60.759998,60.950001,59.689999,59.790001,59.142578,3970900
2022-09-01,59.279999,59.910000,58.810001,59.779999,59.132687,3107400
2022-09-02,60.669998,60.779999,59.040001,59.380001,58.737022,3016700
2022-09-06,59.450001,59.570000,58.150002,58.770000,58.133625,5080100
2022-09-07,58.880001,60.509998,58.810001,60.430000,59.775650,2335300
2022-09-08,59.970001,61.020000,59.410000,60.990002,60.329582,2387100
2022-09-09,61.380001,62.259998,61.209999,62.060001,61.388000,1964600
2022-09-12,62.490002,63.270000,62.310001,62.630001,61.951828,2222400
2022-09-13,60.709999,60.709999,58.750000,58.959999,58.321564,4198000
2022-09-14,58.970001,59.189999,57.560001,58.279999,57.648930,5222200
2022-09-15,58.099998,59.340000,57.740002,58.060001,57.431313,2795800
2022-09-16,57.459999,58.240002,57.180000,57.790001,57.164234,4598200
2022-09-19,57.459999,58.750000,57.410000,58.680000,58.194649,3803700
2022-09-20,57.919998,58.060001,56.779999,57.270000,56.796307,2893400
2022-09-21,57.709999,58.549999,56.610001,56.650002,56.181435,5243400
2022-09-22,56.400002,56.570000,55.419998,55.450001,54.991360,3196700
2022-09-23,54.869999,55.419998,54.509998,55.360001,54.902107,3680600
2022-09-26,55.209999,55.639999,53.950001,53.980000,53.533516,2915700
2022-09-27,54.549999,55.139999,53.630001,54.209999,53.761616,3291600
2022-09-28,54.820000,57.110001,54.730000,56.810001,56.340111,3907900
2022-09-29,55.889999,55.990002,54.700001,55.110001,54.654171,4358000
2022-09-30,55.150002,55.840000,54.369999,54.689999,54.237640,3318900
2022-10-03,55.599998,57.270000,55.349998,56.849998,56.379780,4236400
2022-10-04,58.029999,59.340000,58.000000,59.320000,58.829350,5450500
2022-10-05,58.450001,59.349998,58.049999,58.820000,58.333485,2500500
2022-10-06,58.520000,59.439999,58.439999,58.900002,58.412823,2496400
2022-10-07,58.000000,58.180000,56.810001,57.169998,56.697132,2890200
2022-10-10,57.430000,57.720001,56.740002,57.290001,56.816139,2515100
2022-10-11,57.060001,58.330002,56.740002,57.410000,56.935146,4078500
2022-10-12,57.480000,57.540001,56.599998,56.650002,56.181435,2796000
2022-10-13,55.090000,57.259998,53.750000,56.790001,56.320278,5540700
2022-10-14,57.169998,57.509998,54.700001,54.790001,54.336819,4245800
2022-10-17,55.970001,56.730000,55.630001,56.200001,55.735157,4140900
2022-10-18,57.470001,58.119999,56.639999,57.470001,56.994656,3863500
2022-10-19,56.560001,56.730000,54.290001,54.730000,54.277313,5217400
2022-10-20,54.639999,55.540001,53.279999,53.400002,52.958317,5079400
2022-10-21,53.259998,55.189999,52.990002,55.060001,54.604588,8386000
2022-10-24,55.270000,56.150002,54.799999,55.919998,55.457466,3874600
2022-10-25,56.160000,58.540001,56.139999,58.349998,57.867374,5659400
2022-10-26,57.740002,58.860001,57.360001,57.770000,57.292175,4079500
2022-10-27,58.320000,58.980000,57.580002,57.990002,57.510353,6143800
2022-10-28,57.369999,59.090000,57.090000,58.980000,58.492161,3679300
2022-10-31,58.480000,58.709999,57.720001,58.340000,57.857456,3140000
2022-11-01,59.240002,59.560001,57.529999,58.090000,57.609524,3021600
2022-11-02,57.950001,58.669998,55.830002,55.860001,55.397968,5301600
2022-11-03,54.820000,55.619999,54.099998,54.919998,54.465740,4183300
2022-11-04,55.820000,56.660000,54.849998,56.049999,55.586395,3928500
2022-11-07,56.500000,56.919998,55.540001,56.799999,56.330189,2500800
2022-11-08,57.160000,57.930000,56.400002,57.209999,56.736801,3246900
2022-11-09,56.549999,57.799999,56.119999,56.209999,55.745075,3737100
2022-11-10,59.250000,62.439999,59.090000,62.020000,61.507019,8834300
2022-11-11,62.009998,63.369999,61.770000,62.830002,62.310318,3584600
2022-11-14,62.400002,62.529999,60.990002,61.020000,60.515289,3361200
2022-11-15,62.389999,63.020000,61.660000,62.299999,61.784698,4263700
2022-11-16,62.029999,62.099998,61.180000,61.450001,60.941730,2720200
2022-11-17,60.169998,60.619999,59.360001,60.590000,60.088844,3065700
2022-11-18,61.080002,61.580002,60.139999,60.950001,60.445869,2412300
2022-11-21,60.830002,61.029999,60.250000,60.580002,60.078930,2240700
2022-11-22,61.090000,61.750000,61.090000,61.709999,61.199577,2978500
2022-11-23,61.810001,62.400002,61.509998,62.020000,61.507019,2353000
2022-11-25,61.840000,62.259998,61.740002,62.070000,61.556602,1181300
2022-11-28,61.509998,61.799999,60.470001,60.750000,60.247524,2070100
2022-11-29,60.529999,61.279999,60.400002,61.160000,60.654129,1789700
2022-11-30,60.990002,62.330002,59.880001,62.279999,61.764866,4017400
2022-12-01,62.700001,63.700001,62.700001,63.060001,62.538418,3782900
2022-12-02,61.799999,62.970001,61.730000,62.630001,62.111973,2027800
2022-12-05,61.799999,61.830002,60.919998,61.189999,60.683876,3194200
2022-12-06,61.439999,61.439999,59.590000,60.349998,59.850830,3383100
2022-12-07,60.560001,61.639999,60.490002,61.459999,60.951649,3404700
2022-12-08,61.549999,62.180000,61.110001,61.849998,61.338421,3052600
2022-12-09,61.279999,62.029999,61.209999,61.380001,60.872314,2481900
2022-12-12,61.450001,62.290001,60.990002,62.180000,61.665695,1816700
2022-12-13,65.000000,65.580002,62.970001,63.290001,62.766518,5046200
2022-12-14,63.279999,63.810001,62.270000,62.950001,62.429325,4192700
2022-12-15,61.639999,62.799999,61.279999,62.570000,62.052467,3755600
2022-12-16,61.880001,62.240002,61.049999,61.599998,61.090488,3546500
2022-12-19,61.139999,61.540001,60.130001,60.380001,60.070744,2997300
2022-12-20,59.830002,60.540001,59.570000,60.049999,59.742432,1606400
2022-12-21,60.740002,61.299999,60.529999,61.169998,60.856693,1772900
2022-12-22,60.410000,60.639999,59.439999,60.639999,60.329411,2223000
2022-12-23,60.320000,60.840000,59.980000,60.830002,60.518436,1245400
